team_name,player_role,map_played,match_type,kills,assists,deaths,accuracy_percent,reaction_time_ms,fatigue_index,performance_score,win_probability,mvp_award
CyberX,IGL,Desert Storm,Group Stage,19,9,11,42.05,194.32,0.73,49.73,1.0,No
Titan Esports,IGL,Skyline,Final,16,9,3,45.07,272.72,0.37,56.83,1.0,No
Team Alpha,Flex,Skyline,Group Stage,13,10,13,40.9,195.03,0.51,38.35,0.92,No
CyberX,Sniper,Desert Storm,Qualifier,8,7,9,45.74,208.01,0.95,27.37,0.77,No
Phantom Squad,Support,Desert Storm,Playoff,15,9,6,47.28,203.19,0.52,51.44,1.0,No
Team Nova,Entry Fragger,Desert Storm,Final,13,10,12,44.85,246.0,0.45,41.92,0.83,No
CyberX,Flex,Dust Arena,Qualifier,15,5,11,47.79,202.74,0.63,41.59,0.94,No
CyberX,Flex,Neon City,Semi-Final,12,10,15,46.18,200.71,0.12,40.89,0.96,No
Team Nova,Sniper,Desert Storm,Group Stage,9,6,6,54.35,223.31,0.29,42.27,1.0,No
Team Alpha,Flex,Desert Storm,Group Stage,13,9,6,41.7,291.43,0.6,43.85,0.93,No
Team Nova,Sniper,Dust Arena,Group Stage,17,5,8,34.34,210.43,0.74,40.77,0.82,No
Phantom Squad,Support,Neon City,Semi-Final,12,6,11,53.69,168.51,0.17,44.14,0.89,No
Red Vortex,Sniper,Frozen Base,Final,19,6,8,56.22,223.75,0.43,59.81,1.0,No
Phantom Squad,IGL,Neon City,Final,12,8,9,53.67,198.35,0.97,40.14,0.76,No
Red Vortex,Sniper,Frozen Base,Semi-Final,17,6,10,43.37,206.99,0.82,43.48,0.99,No
Phantom Squad,Entry Fragger,Skyline,Playoff,12,6,7,44.87,211.87,0.43,41.14,1.0,No
CyberX,Support,Desert Storm,Playoff,12,11,6,42.25,231.94,0.06,49.52,0.95,No
Red Vortex,IGL,Neon City,Playoff,8,8,8,31.62,200.59,0.81,23.71,0.95,No
Red Vortex,Sniper,Dust Arena,Qualifier,11,10,14,42.95,202.72,0.38,35.68,0.84,No
Phantom Squad,Support,Desert Storm,Final,21,7,5,54.34,205.28,0.27,68.47,1.0,Yes
Team Nova,IGL,Neon City,Semi-Final,17,8,11,50.4,181.15,0.62,50.0,1.0,No
Phantom Squad,Sniper,Skyline,Final,16,7,9,38.71,254.05,0.94,39.96,0.7,No
Titan Esports,Flex,Neon City,Semi-Final,15,6,12,37.66,225.5,0.18,41.03,0.77,No
Red Vortex,IGL,Frozen Base,Playoff,14,9,8,45.27,209.16,0.73,44.34,1.0,No
Titan Esports,IGL,Frozen Base,Playoff,18,13,12,50.04,222.18,0.89,53.12,1.0,No
CyberX,Entry Fragger,Desert Storm,Group Stage,13,16,12,49.65,280.02,0.88,46.03,0.89,No
Team Alpha,Entry Fragger,Frozen Base,Group Stage,20,6,9,44.35,195.45,0.89,50.27,0.99,No
Phantom Squad,Entry Fragger,Dust Arena,Qualifier,16,12,12,60.73,209.54,0.91,53.26,1.0,No
Team Nova,IGL,Desert Storm,Semi-Final,14,7,8,55.23,224.3,0.14,53.21,0.96,No
Red Vortex,Sniper,Skyline,Final,16,5,10,43.7,194.01,0.92,39.65,0.98,No
CyberX,Support,Neon City,Semi-Final,18,10,14,49.69,211.11,0.31,53.74,1.0,No
Team Alpha,IGL,Skyline,Playoff,18,9,8,53.46,199.13,0.67,57.03,1.0,No
Team Nova,Flex,Desert Storm,Group Stage,16,8,12,49.79,201.6,0.07,52.19,0.99,No
Phantom Squad,IGL,Frozen Base,Playoff,18,14,3,58.3,236.19,0.55,70.65,1.0,Yes
Phantom Squad,Entry Fragger,Desert Storm,Final,11,6,9,52.32,227.85,0.17,43.46,0.96,No
Titan Esports,Entry Fragger,Skyline,Group Stage,15,8,8,41.44,194.62,0.59,44.82,0.94,No
Phantom Squad,IGL,Neon City,Final,9,5,10,44.91,251.4,0.31,32.35,0.75,No
Red Vortex,Sniper,Neon City,Playoff,14,8,9,50.5,251.46,0.67,45.55,0.91,No
Phantom Squad,IGL,Neon City,Playoff,24,7,15,37.44,199.97,0.83,50.42,0.78,No
CyberX,Sniper,Dust Arena,Group Stage,17,9,12,37.86,178.3,0.86,41.33,0.77,No
Team Alpha,Flex,Neon City,Playoff,22,7,7,43.68,184.64,0.1,64.84,1.0,Yes
Team Alpha,Support,Dust Arena,Semi-Final,17,10,10,51.37,241.54,0.96,50.09,0.91,No
Phantom Squad,IGL,Neon City,Qualifier,22,5,11,37.67,210.66,0.17,55.13,0.98,No
Titan Esports,Entry Fragger,Neon City,Final,23,12,10,46.19,267.86,0.01,71.0,1.0,Yes
Team Nova,Support,Frozen Base,Playoff,11,5,13,52.32,221.17,0.06,39.56,0.92,No
Phantom Squad,Flex,Frozen Base,Playoff,19,15,9,33.52,176.67,0.13,59.46,1.0,No
Team Nova,Sniper,Skyline,Semi-Final,14,7,7,32.09,226.13,0.66,37.45,0.76,No
Team Alpha,Sniper,Desert Storm,Semi-Final,11,9,5,45.88,171.29,0.84,40.54,0.72,No
Team Alpha,Entry Fragger,Neon City,Qualifier,21,11,13,30.62,286.24,0.52,50.11,1.0,No
Titan Esports,Support,Frozen Base,Final,9,9,9,52.42,217.36,0.91,35.11,0.81,No
Team Alpha,Entry Fragger,Neon City,Semi-Final,18,6,15,54.08,222.55,0.67,47.34,0.84,No
CyberX,Flex,Neon City,Playoff,6,12,12,54.0,214.08,0.05,38.5,0.56,No
CyberX,IGL,Dust Arena,Playoff,9,11,6,61.9,232.54,0.16,52.35,0.96,No
Phantom Squad,Support,Skyline,Semi-Final,17,7,7,54.46,244.1,0.19,59.33,1.0,No
Titan Esports,Sniper,Neon City,Semi-Final,13,4,8,40.15,191.9,0.64,35.68,0.87,No
Phantom Squad,Support,Dust Arena,Qualifier,13,12,7,37.0,281.08,0.49,44.6,0.92,No
Phantom Squad,Flex,Frozen Base,Qualifier,21,14,10,42.7,187.72,0.26,64.75,1.0,Yes
Team Alpha,IGL,Frozen Base,Group Stage,24,12,19,44.83,226.95,0.85,54.91,1.0,No
Red Vortex,Flex,Skyline,Semi-Final,17,5,12,32.96,155.17,0.55,37.98,0.83,No
Team Alpha,Flex,Neon City,Playoff,17,11,9,55.34,215.33,0.7,56.67,1.0,No
Red Vortex,IGL,Desert Storm,Final,15,8,5,41.65,256.18,0.86,45.23,0.95,No
Red Vortex,IGL,Skyline,Final,15,8,15,36.45,206.86,0.76,33.62,0.84,No
CyberX,Sniper,Neon City,Playoff,12,6,7,39.98,243.06,0.79,35.09,0.82,No
CyberX,Sniper,Frozen Base,Playoff,16,13,14,44.76,226.74,0.59,47.48,1.0,No
Team Nova,Support,Skyline,Group Stage,26,13,13,51.85,219.59,0.09,77.02,1.0,Yes
Red Vortex,Entry Fragger,Frozen Base,Group Stage,12,12,10,45.9,250.9,0.91,39.85,0.89,No
Red Vortex,Flex,Neon City,Qualifier,23,13,9,41.19,199.29,0.27,67.89,1.0,Yes
Phantom Squad,Sniper,Skyline,Qualifier,16,6,12,40.99,212.67,0.01,46.4,1.0,No
Titan Esports,Support,Dust Arena,Group Stage,13,9,12,35.13,191.29,0.48,35.77,0.88,No
Team Nova,IGL,Desert Storm,Group Stage,13,7,10,44.32,278.25,0.35,41.66,0.91,No
Phantom Squad,Sniper,Skyline,Playoff,8,5,11,55.95,219.97,0.71,30.88,0.89,No
Titan Esports,IGL,Dust Arena,Final,11,6,16,49.88,269.22,0.5,31.94,0.85,No
Titan Esports,Entry Fragger,Frozen Base,Final,14,7,10,50.16,170.38,0.69,43.18,0.93,No
Team Alpha,Support,Desert Storm,Final,17,4,6,54.9,259.37,0.86,50.85,0.99,No
Team Nova,IGL,Skyline,Qualifier,9,5,7,36.25,206.11,0.2,32.12,0.94,No
Phantom Squad,Sniper,Dust Arena,Qualifier,7,9,9,50.47,224.04,0.35,35.73,0.75,No
Titan Esports,Flex,Dust Arena,Semi-Final,16,4,8,50.03,236.71,0.93,43.72,1.0,No
CyberX,Sniper,Frozen Base,Final,13,7,16,46.77,241.2,0.84,31.99,0.81,No
Phantom Squad,Support,Dust Arena,Final,6,4,9,52.42,145.57,0.64,26.81,0.65,No
Phantom Squad,Flex,Frozen Base,Final,23,9,6,32.25,235.7,0.66,58.52,1.0,No
Titan Esports,Entry Fragger,Skyline,Group Stage,10,6,10,46.94,153.11,0.36,35.87,0.93,No
Red Vortex,Entry Fragger,Desert Storm,Playoff,15,5,8,34.42,264.96,0.63,37.91,0.97,No
Team Alpha,Sniper,Desert Storm,Qualifier,12,10,15,32.86,202.15,0.27,32.73,0.86,No
Team Alpha,Support,Neon City,Final,24,6,6,39.81,214.75,0.79,60.01,1.0,Yes
Titan Esports,Entry Fragger,Dust Arena,Semi-Final,12,7,15,47.13,229.18,0.19,37.66,1.0,No
Team Nova,Sniper,Desert Storm,Qualifier,17,9,8,44.31,203.34,0.76,49.55,1.0,No
CyberX,Sniper,Neon City,Final,17,8,18,44.18,220.35,0.49,41.19,0.79,No
Red Vortex,IGL,Desert Storm,Qualifier,11,7,12,62.63,238.96,0.99,38.41,1.0,No
Phantom Squad,Sniper,Neon City,Semi-Final,14,5,6,48.73,242.84,0.77,43.66,1.0,No
Red Vortex,Support,Desert Storm,Playoff,6,9,12,34.68,239.89,0.87,17.64,0.77,No
Phantom Squad,Entry Fragger,Desert Storm,Final,10,12,13,52.0,200.15,0.38,41.2,0.8,No
Red Vortex,Support,Dust Arena,Group Stage,27,9,10,41.12,212.45,0.86,64.96,1.0,Yes
Team Alpha,Sniper,Skyline,Final,15,12,5,46.55,255.9,0.84,51.88,0.98,No
Titan Esports,IGL,Frozen Base,Playoff,13,7,13,54.72,192.26,0.71,40.26,1.0,No
Titan Esports,Entry Fragger,Desert Storm,Group Stage,16,9,9,46.52,208.54,0.61,49.16,1.0,No
Red Vortex,Support,Neon City,Playoff,13,9,11,26.61,225.09,0.53,32.0,0.65,No
Team Nova,Flex,Dust Arena,Semi-Final,21,7,9,40.23,233.9,0.09,59.21,1.0,No
Titan Esports,Entry Fragger,Dust Arena,Playoff,13,8,7,50.96,216.39,0.52,47.28,0.91,No
Titan Esports,Sniper,Skyline,Final,14,5,7,38.54,254.59,0.72,38.07,0.81,No
CyberX,Entry Fragger,Neon City,Final,16,7,8,41.97,245.92,0.12,50.78,0.93,No
CyberX,Sniper,Dust Arena,Semi-Final,27,12,9,37.53,173.11,0.0,75.77,1.0,Yes
Team Nova,Support,Dust Arena,Playoff,15,7,9,52.11,246.28,0.61,47.95,1.0,No
CyberX,Flex,Desert Storm,Group Stage,16,7,11,43.36,233.49,0.42,45.48,0.83,No
Red Vortex,Sniper,Dust Arena,Semi-Final,20,7,12,38.33,210.25,0.15,52.66,0.97,No
Red Vortex,IGL,Frozen Base,Group Stage,21,10,8,36.89,217.54,0.75,54.95,1.0,No
Red Vortex,Flex,Frozen Base,Semi-Final,15,8,8,52.49,252.85,0.2,54.25,1.0,No
Team Alpha,IGL,Desert Storm,Qualifier,13,5,9,39.51,231.3,0.29,38.85,0.77,No
Phantom Squad,Entry Fragger,Frozen Base,Qualifier,18,8,10,34.72,231.14,0.13,50.06,0.86,No
Red Vortex,Entry Fragger,Skyline,Playoff,12,9,12,41.12,278.32,0.45,37.06,0.91,No
Team Nova,Entry Fragger,Dust Arena,Playoff,8,10,7,47.87,276.51,0.02,42.73,1.0,No
Team Alpha,IGL,Neon City,Playoff,22,6,12,33.58,260.75,0.26,52.19,1.0,No
Red Vortex,Entry Fragger,Neon City,Semi-Final,16,8,8,43.93,219.73,0.4,49.97,1.0,No
Team Nova,Support,Neon City,Semi-Final,12,6,10,33.48,133.73,0.39,32.84,0.82,No
Team Alpha,IGL,Frozen Base,Playoff,15,14,7,34.24,252.49,0.71,47.02,0.87,No
CyberX,IGL,Skyline,Semi-Final,13,8,9,35.37,251.68,0.09,41.79,0.77,No
Red Vortex,IGL,Desert Storm,Playoff,16,4,5,39.26,219.87,0.61,44.53,1.0,No
Phantom Squad,Support,Skyline,Semi-Final,8,7,8,51.0,252.07,0.93,31.2,0.74,No
Titan Esports,IGL,Skyline,Playoff,13,12,6,36.23,209.17,0.89,41.21,0.91,No
Titan Esports,IGL,Dust Arena,Final,17,2,8,46.51,167.38,0.8,43.25,0.96,No
CyberX,Support,Frozen Base,Group Stage,24,12,9,43.11,213.56,0.37,68.86,1.0,Yes
Red Vortex,Entry Fragger,Neon City,Semi-Final,23,9,12,44.91,229.8,0.27,62.75,1.0,Yes
Team Nova,IGL,Neon City,Qualifier,16,4,5,54.39,189.46,0.87,49.5,1.0,No
Phantom Squad,Sniper,Desert Storm,Playoff,9,8,11,56.87,224.21,0.95,33.94,0.77,No
CyberX,IGL,Neon City,Final,24,9,13,30.84,228.82,0.16,57.82,0.79,No
Phantom Squad,Sniper,Neon City,Final,16,10,5,33.83,243.36,0.7,46.91,0.83,No
Team Alpha,Support,Dust Arena,Semi-Final,13,6,9,54.47,216.7,0.33,46.94,1.0,No
Team Nova,Flex,Desert Storm,Group Stage,14,8,8,42.61,236.25,0.18,47.51,0.9,No
Team Alpha,Sniper,Frozen Base,Group Stage,13,7,6,50.79,211.41,0.74,44.99,0.96,No
Team Alpha,Support,Skyline,Semi-Final,12,6,7,47.96,210.56,0.72,39.78,0.92,No
Team Nova,Entry Fragger,Skyline,Playoff,14,8,8,52.1,221.04,0.04,53.65,1.0,No
Titan Esports,IGL,Frozen Base,Group Stage,14,11,11,56.92,174.23,0.15,54.96,1.0,No
Red Vortex,IGL,Frozen Base,Playoff,15,10,10,45.04,197.23,0.5,47.52,1.0,No
Phantom Squad,IGL,Frozen Base,Final,18,8,8,51.89,234.32,0.46,57.34,1.0,No
Team Alpha,IGL,Neon City,Playoff,22,9,18,35.3,232.34,0.7,45.65,0.94,No
Phantom Squad,Entry Fragger,Frozen Base,Playoff,17,4,7,42.13,198.7,0.8,44.06,1.0,No
Team Alpha,IGL,Neon City,Group Stage,11,8,7,38.76,201.86,0.46,37.78,0.74,No
CyberX,Entry Fragger,Dust Arena,Group Stage,13,11,6,50.08,238.85,0.97,46.34,0.99,No
Titan Esports,Support,Frozen Base,Semi-Final,15,4,11,35.85,264.27,0.81,32.82,0.73,No
Team Alpha,Entry Fragger,Dust Arena,Qualifier,7,8,3,45.66,250.23,0.37,38.13,0.83,No
Team Nova,IGL,Desert Storm,Playoff,18,10,8,38.89,248.21,0.01,57.34,1.0,No
Red Vortex,Sniper,Desert Storm,Qualifier,12,12,11,51.67,223.01,0.51,45.73,1.0,No
Team Nova,Entry Fragger,Frozen Base,Semi-Final,15,5,9,39.45,246.38,0.26,43.12,1.0,No
Phantom Squad,Support,Desert Storm,Playoff,21,11,6,41.39,254.65,0.08,66.89,1.0,Yes
Team Alpha,Sniper,Skyline,Final,20,8,7,43.82,234.08,0.0,62.91,1.0,Yes
Phantom Squad,Flex,Dust Arena,Group Stage,16,8,11,52.96,254.58,0.35,51.98,0.97,No
CyberX,Support,Skyline,Group Stage,18,9,17,37.73,180.5,0.27,44.16,1.0,No
CyberX,Support,Skyline,Group Stage,20,11,9,46.3,260.94,0.44,60.75,1.0,Yes
CyberX,Flex,Neon City,Playoff,14,9,15,50.35,207.37,0.04,46.77,0.87,No
Team Alpha,IGL,Neon City,Final,14,13,10,43.67,238.49,0.95,43.34,0.87,No
CyberX,Support,Dust Arena,Final,21,8,9,47.74,252.48,0.61,58.77,1.0,No
Team Nova,Sniper,Neon City,Group Stage,11,6,6,40.87,222.28,0.68,35.64,0.88,No
Titan Esports,Entry Fragger,Neon City,Semi-Final,16,6,5,44.65,249.62,0.14,53.93,0.95,No
Titan Esports,Sniper,Neon City,Group Stage,11,9,14,42.83,256.25,0.78,30.61,0.73,No
Team Nova,Entry Fragger,Desert Storm,Qualifier,8,7,10,23.35,204.55,0.71,17.58,0.57,No
CyberX,Flex,Frozen Base,Qualifier,11,12,10,49.06,169.13,0.21,46.43,1.0,No
Team Alpha,IGL,Neon City,Playoff,14,3,11,56.21,233.68,0.79,40.21,0.91,No
Phantom Squad,IGL,Dust Arena,Final,15,7,13,51.48,273.69,0.34,46.34,1.0,No
Phantom Squad,IGL,Neon City,Group Stage,13,7,10,40.83,238.41,0.34,40.02,0.87,No
Titan Esports,Entry Fragger,Skyline,Group Stage,20,9,12,33.01,227.46,0.65,47.0,0.94,No
Phantom Squad,Entry Fragger,Dust Arena,Semi-Final,13,11,9,49.53,249.01,0.84,44.37,0.84,No
Team Nova,Support,Dust Arena,Playoff,13,4,7,47.23,215.02,0.01,46.51,0.93,No
Red Vortex,Sniper,Dust Arena,Qualifier,17,8,12,39.5,189.22,0.97,40.05,1.0,No
Titan Esports,Flex,Desert Storm,Playoff,13,7,9,39.29,167.98,0.52,38.44,0.92,No
Team Alpha,IGL,Desert Storm,Group Stage,15,16,9,45.95,247.5,0.26,57.38,1.0,No
Titan Esports,Entry Fragger,Skyline,Playoff,9,8,10,22.96,160.89,0.53,22.18,0.66,No
Team Nova,Flex,Desert Storm,Final,14,10,10,30.93,235.22,0.74,36.07,0.74,No
Red Vortex,Entry Fragger,Skyline,Playoff,20,9,6,45.17,193.12,0.84,57.19,1.0,No
Titan Esports,Entry Fragger,Frozen Base,Semi-Final,14,7,13,49.27,259.02,0.32,43.44,1.0,No
CyberX,IGL,Skyline,Playoff,22,5,10,50.69,227.7,0.48,59.55,1.0,No
Team Nova,Support,Skyline,Final,19,3,12,42.55,163.44,0.21,48.17,0.99,No
Titan Esports,Sniper,Dust Arena,Qualifier,16,13,13,53.95,174.3,0.26,56.38,1.0,No
Red Vortex,IGL,Desert Storm,Qualifier,16,12,14,51.1,277.64,0.07,54.85,1.0,No
Titan Esports,IGL,Dust Arena,Final,13,8,15,45.29,212.79,0.83,33.34,0.93,No
Team Alpha,Flex,Frozen Base,Semi-Final,17,8,10,50.0,254.93,0.43,52.7,1.0,No
Titan Esports,IGL,Desert Storm,Playoff,16,10,3,40.01,255.55,0.63,52.7,1.0,No
Red Vortex,IGL,Dust Arena,Group Stage,18,4,13,37.76,247.98,0.99,35.98,0.81,No
Team Nova,Support,Frozen Base,Final,16,13,12,40.26,212.07,0.37,49.43,1.0,No
Team Nova,Sniper,Frozen Base,Semi-Final,12,11,13,35.59,215.48,0.82,31.6,0.77,No
Team Alpha,Sniper,Frozen Base,Semi-Final,14,6,2,29.8,184.09,0.83,38.6,1.0,No
Phantom Squad,Support,Frozen Base,Semi-Final,8,10,9,51.88,187.1,0.31,39.84,0.86,No
Phantom Squad,Sniper,Frozen Base,Semi-Final,11,12,10,49.21,177.32,0.58,42.81,1.0,No
Phantom Squad,Support,Neon City,Final,16,9,11,44.55,217.19,0.02,52.07,1.0,No
Red Vortex,Entry Fragger,Skyline,Playoff,7,11,7,35.17,286.94,0.69,28.69,0.75,No
CyberX,Support,Dust Arena,Qualifier,7,5,4,43.01,186.1,0.8,28.5,0.87,No
Team Alpha,Support,Skyline,Qualifier,14,9,9,33.52,193.53,0.97,35.06,0.91,No
Team Alpha,Sniper,Frozen Base,Final,16,3,11,37.73,267.88,0.77,35.16,0.89,No
Team Nova,Entry Fragger,Dust Arena,Semi-Final,17,6,6,46.58,205.67,0.22,55.09,0.85,No
Titan Esports,Entry Fragger,Neon City,Qualifier,20,7,9,46.96,212.53,0.06,60.88,1.0,Yes
CyberX,Support,Desert Storm,Qualifier,10,5,11,36.2,228.36,0.76,24.5,0.72,No
Titan Esports,Flex,Desert Storm,Semi-Final,18,5,12,57.67,167.31,0.71,50.73,1.0,No
CyberX,IGL,Dust Arena,Group Stage,9,11,11,54.75,227.42,0.8,37.38,0.83,No
Phantom Squad,IGL,Desert Storm,Group Stage,18,5,16,41.67,208.31,0.79,37.94,0.72,No
Red Vortex,Flex,Neon City,Group Stage,9,9,10,46.95,234.65,0.59,34.58,0.73,No
Team Nova,Entry Fragger,Frozen Base,Semi-Final,17,10,9,36.23,183.32,0.19,51.21,0.95,No
CyberX,Support,Skyline,Group Stage,13,9,10,51.76,261.97,0.23,48.58,1.0,No
Red Vortex,Support,Desert Storm,Playoff,11,11,7,45.11,283.64,0.66,41.95,0.92,No
Team Alpha,Flex,Desert Storm,Final,11,12,6,39.67,200.39,0.87,39.14,0.88,No
CyberX,IGL,Neon City,Qualifier,16,10,11,51.13,258.57,0.92,47.36,1.0,No
Red Vortex,Flex,Neon City,Group Stage,8,5,12,39.52,229.99,0.83,20.46,0.74,No
Titan Esports,Support,Dust Arena,Qualifier,10,5,10,46.73,223.49,0.35,34.86,0.82,No
Titan Esports,Sniper,Skyline,Group Stage,18,2,10,50.37,217.85,0.61,47.09,0.83,No
Titan Esports,Sniper,Skyline,Group Stage,12,11,10,46.38,276.87,0.5,43.19,0.99,No
Red Vortex,Support,Neon City,Group Stage,9,7,11,42.73,245.7,0.66,28.76,0.88,No
Red Vortex,Support,Desert Storm,Group Stage,18,6,4,45.46,235.4,0.51,55.63,0.94,No
Team Nova,Sniper,Neon City,Qualifier,14,7,12,38.24,228.48,0.18,40.32,0.89,No
CyberX,Flex,Frozen Base,Final,21,2,14,47.77,240.9,0.67,47.19,0.92,No
CyberX,Sniper,Frozen Base,Final,19,6,7,43.66,196.56,0.6,52.83,1.0,No
Titan Esports,IGL,Skyline,Final,20,8,10,44.29,273.33,0.86,51.54,1.0,No
Team Alpha,Sniper,Desert Storm,Semi-Final,19,7,8,51.32,261.83,0.18,60.86,1.0,Yes
Titan Esports,Support,Desert Storm,Qualifier,14,7,11,45.44,227.29,0.47,42.02,1.0,No
Phantom Squad,Sniper,Dust Arena,Qualifier,16,5,7,31.01,224.32,0.55,40.01,0.84,No
Phantom Squad,Support,Desert Storm,Playoff,18,8,8,37.67,218.44,0.19,52.94,1.0,No
CyberX,Support,Skyline,Playoff,17,9,14,54.21,222.45,0.24,53.71,1.0,No
Team Alpha,Support,Desert Storm,Semi-Final,15,8,13,42.75,219.82,0.97,36.67,0.8,No
Phantom Squad,Entry Fragger,Frozen Base,Group Stage,13,10,5,48.86,246.45,0.66,48.83,1.0,No
CyberX,Support,Skyline,Group Stage,13,13,9,48.13,227.39,0.31,50.96,1.0,No
Red Vortex,IGL,Desert Storm,Group Stage,18,7,10,44.16,235.81,0.4,51.08,0.95,No
Titan Esports,Support,Desert Storm,Qualifier,15,11,5,38.72,173.05,0.55,49.86,0.95,No
Titan Esports,Sniper,Dust Arena,Group Stage,9,5,4,30.91,216.43,0.53,29.15,0.84,No
CyberX,Support,Neon City,Playoff,13,9,10,44.85,218.19,0.92,38.22,0.92,No
Phantom Squad,Entry Fragger,Desert Storm,Semi-Final,16,8,9,58.41,183.84,0.89,51.3,0.77,No
Titan Esports,Entry Fragger,Skyline,Group Stage,10,2,7,39.41,185.83,0.03,34.41,0.97,No
Team Nova,IGL,Dust Arena,Playoff,9,5,8,60.75,282.91,0.75,37.88,0.91,No
Team Nova,Support,Neon City,Group Stage,12,12,9,45.37,199.01,0.04,49.29,1.0,No
Phantom Squad,IGL,Desert Storm,Playoff,13,11,5,42.21,231.22,0.69,46.21,0.84,No
Titan Esports,Support,Neon City,Playoff,15,10,9,51.06,232.54,0.18,54.73,1.0,No
CyberX,Entry Fragger,Neon City,Group Stage,8,6,11,51.77,197.67,0.8,28.89,0.67,No
Team Alpha,Sniper,Desert Storm,Group Stage,16,10,8,44.69,247.82,0.28,53.55,1.0,No
Red Vortex,Flex,Desert Storm,Final,18,9,16,47.74,265.87,0.56,47.27,1.0,No
Team Nova,Entry Fragger,Frozen Base,Semi-Final,20,9,11,44.6,235.23,0.79,52.4,1.0,No
Titan Esports,Sniper,Skyline,Semi-Final,12,9,11,49.47,233.55,0.92,37.53,0.85,No
Team Nova,Flex,Desert Storm,Semi-Final,14,11,13,62.43,208.28,0.91,48.12,1.0,No
Red Vortex,Flex,Frozen Base,Group Stage,16,11,10,47.42,223.76,0.68,49.91,0.94,No
Red Vortex,Support,Frozen Base,Semi-Final,18,9,7,46.31,243.73,0.21,59.05,1.0,No
Red Vortex,Flex,Frozen Base,Final,14,10,14,43.27,194.16,0.45,41.14,0.74,No
Team Nova,IGL,Frozen Base,Qualifier,20,12,8,57.64,270.15,0.61,66.72,1.0,Yes
CyberX,Entry Fragger,Skyline,Final,10,5,9,54.04,261.03,0.93,33.72,0.81,No
Red Vortex,Flex,Dust Arena,Playoff,18,6,9,34.32,188.72,0.21,48.06,1.0,No
Phantom Squad,IGL,Frozen Base,Playoff,22,12,12,36.43,277.54,0.4,58.22,1.0,No
Red Vortex,Flex,Neon City,Semi-Final,10,7,10,33.93,256.78,0.05,33.47,0.82,No
Titan Esports,IGL,Frozen Base,Semi-Final,22,10,8,46.45,196.14,0.39,65.32,1.0,Yes
Team Alpha,Sniper,Desert Storm,Semi-Final,16,5,9,51.05,297.62,0.48,48.73,0.91,No
Team Nova,Flex,Neon City,Group Stage,23,10,10,41.69,165.32,0.18,65.05,1.0,Yes
Team Nova,IGL,Desert Storm,Playoff,21,13,12,38.14,212.45,0.76,54.47,1.0,No
Team Nova,Flex,Frozen Base,Group Stage,10,15,11,53.9,218.64,0.82,42.75,1.0,No
Red Vortex,IGL,Skyline,Group Stage,14,7,14,44.55,263.8,0.73,35.98,0.71,No
CyberX,Sniper,Skyline,Group Stage,19,11,7,35.44,269.69,0.62,53.52,1.0,No
Titan Esports,Support,Dust Arena,Qualifier,15,13,11,31.25,205.84,0.76,40.02,0.85,No
Red Vortex,IGL,Desert Storm,Semi-Final,14,12,15,47.4,235.67,0.9,39.7,0.86,No
Titan Esports,Sniper,Neon City,Playoff,14,7,10,23.99,215.11,0.89,28.09,0.68,No
Red Vortex,IGL,Frozen Base,Playoff,12,6,15,47.96,238.63,0.02,38.78,1.0,No
Phantom Squad,Support,Skyline,Semi-Final,23,2,11,29.4,219.9,0.53,46.4,0.92,No
Red Vortex,Sniper,Skyline,Semi-Final,12,11,12,45.11,164.44,0.85,37.05,0.74,No
Titan Esports,Flex,Skyline,Semi-Final,18,11,8,57.26,230.94,0.87,58.93,1.0,No
Phantom Squad,Entry Fragger,Dust Arena,Playoff,13,7,15,48.17,241.01,0.75,34.59,0.81,No
Team Nova,IGL,Neon City,Qualifier,14,11,7,28.36,196.14,0.98,36.38,0.86,No
Phantom Squad,Entry Fragger,Frozen Base,Group Stage,20,8,12,55.09,256.6,0.18,61.75,1.0,Yes
Titan Esports,Support,Neon City,Semi-Final,16,6,10,44.34,240.61,0.66,43.57,0.77,No
Red Vortex,IGL,Skyline,Final,14,9,12,35.57,174.41,0.98,32.98,0.79,No
Phantom Squad,Flex,Skyline,Qualifier,15,8,13,35.25,255.83,0.41,38.52,0.9,No
Red Vortex,IGL,Frozen Base,Playoff,15,14,7,44.99,248.83,0.0,59.5,1.0,No
Titan Esports,Sniper,Dust Arena,Group Stage,15,7,4,33.9,254.16,0.69,43.05,0.91,No
Titan Esports,Flex,Desert Storm,Playoff,14,5,7,49.41,199.77,0.47,46.0,0.95,No
Phantom Squad,Sniper,Dust Arena,Semi-Final,15,5,12,41.75,234.98,0.75,36.38,0.88,No
CyberX,Sniper,Desert Storm,Semi-Final,18,10,9,44.48,178.47,0.16,57.64,1.0,No
Titan Esports,Entry Fragger,Skyline,Semi-Final,15,14,10,40.04,197.5,0.22,51.82,1.0,No
Phantom Squad,IGL,Skyline,Playoff,21,4,11,45.86,159.34,0.71,50.83,1.0,No
Team Nova,Flex,Neon City,Qualifier,19,4,10,35.01,226.2,0.0,49.5,1.0,No
CyberX,Support,Skyline,Qualifier,9,15,11,51.58,213.7,0.01,47.69,0.98,No
Red Vortex,Entry Fragger,Skyline,Semi-Final,15,11,8,36.75,193.32,0.64,44.98,0.96,No
Titan Esports,IGL,Desert Storm,Playoff,22,6,13,47.0,279.4,0.91,51.4,1.0,No
